Date,Username,Tweet,label
2022-07-01 04:56:07+00:00,AbdinegaraSetia,@PendisKemenag min kapan bukaan pppk guru madrasah swasta?,
2022-06-30 21:55:15+00:00,Kuamboblack,@PendisKemenag Semoga orang orang yang dzolim mendapar laknat Tuhan yang maha kuasa,
2022-06-30 21:53:55+00:00,Kuamboblack,@PendisKemenag Ayo bikin SE lagi berdasakan hawa nafsunya,
2022-06-30 05:54:24+00:00,Kuamboblack,@PendisKemenag Sesungguhnya dosa itu atas orang-orang yang berbuatÂ zalimÂ kepada sesama manusia dan melampaui batas di bumi tanpa (mengindahkan) kebenaran. Mereka itu mendapatkan siksa yang pedihâ€ (QS asy-Syura: 42).,
2022-06-30 02:34:02+00:00,harhaarr,@PendisKemenag @direktoridosen @Bebekaduskaliii,
2022-06-30 00:28:27+00:00,nkstuhi,"@PendisKemenag halo admin yang dzalim dan tidak bijaksana. gimana kelanjutan libur semester guru madrasah. ngeri banget gak sih, didoakan orang se Indonesia yang merasa teraniaya. ati2 didoain jelek malah dikabulkan.",
2022-06-29 18:00:18+00:00,oktarinaafida2,"@PendisKemenag Sampai sekarang belum ada tanggapan, konfirmasi sama sekali tentang SE perampasan hak libur guru, para pemangku jabatan, bagaimana anda bisa setega itu menghalangi jalan silaturahmi kami dg keluarga.",
2022-06-29 17:12:02+00:00,Kuamboblack,"@PendisKemenag Posting SE perampasan libur guru donk, biar keren gitu..",
2022-06-28 23:22:59+00:00,Kuamboblack,@PendisKemenag Kreatifnya overdosis gak ketulungan,
2022-06-28 23:17:15+00:00,Kuamboblack,"@PendisKemenag Mengerikan,kejam, dan otoriter",
2022-06-28 22:26:33+00:00,tryhandoko123,@PendisKemenag PPPK guru madrasah dipikirin min,
2022-06-28 16:02:08+00:00,auni_19okt89,@PendisKemenag Mohon penjelasannya terkait edaran yg meniadakan libur semester bagi guru guru madrasah,
2022-06-28 14:47:04+00:00,Kuamboblack,"@PendisKemenag Diam seperti siluman,  bergerak mendzolimi kereen",
2022-06-28 14:45:04+00:00,Kuamboblack,"@PendisKemenag Halah mental hitler lu, komentar IG aja pake ditutup segala, Wahai @PendisKemenag  anda harus mengklarifikasi sejelas2nya surat edaran konyol tentang libur madrasah yg sudah meresahkan itu",
2022-06-28 11:30:48+00:00,LbsDyna,@PendisKemenag Belajar diam bae nih... klarifikasi dong... guru di tekan2 seolah2 gurutuh ga penting x untuk libur.... guru BUKAN ROBOT MIN... #kembalikanliburguru #kembalikanhakguru,
2022-06-28 11:25:42+00:00,tyass_11,@PendisKemenag Tolong ditinjau kembali SE yg membuat resah guru Madrasah..,
2022-06-28 11:12:48+00:00,LbsDyna,@PendisKemenag Posting yang SE lah min... masa diem bae #selamatkanliburGURU,
2022-06-28 10:09:02+00:00,UmarBakery4,@PendisKemenag Surat edaran yg entah dasar hukumnya apa ASN Guru tetep masuk padahal kemenpan sendiri menegaskan guru berhak memperoleh libur semester https://t.co/TsFAkOmTfF,
2022-06-28 09:17:23+00:00,tryhandoko123,"@PendisKemenag Bahas PPPK Kemenag guru madrasah min,, udah ngabdi belasan sampai puluhan tahun ini,, masa kalah sm Dapodik baru bbrp bulan bs ikut PPPK,, sungguh kasian mereka",
2022-06-28 08:55:20+00:00,mahargiyant_,@PendisKemenag nggak bahas SE yg membuat para guru resah aja min?,
2022-06-28 08:20:38+00:00,yuniaaMS,"@PendisKemenag Assalamualaikum admin pendiskemenag, kami ingin menanyakan aturan dasar hukum mana yg digunakan terkait Surat Edaran tentang Libur Akhir Semester pada Madrasah ? kenapa bertentangan dengan peraturan perundangan-undangan yang berlaku secara ",
2022-06-28 07:58:06+00:00,rizkyrosiana_,"@PendisKemenag Tolong alasannya kenapa guru madrasah dihapus libur semesternya. Kami yg bekerja 6hr seminggu, jauh dr keluarga, tunjangan non sertifikasi tidak penuh, diperlakukan sama dgn struktural. Semua akan dimintai pertanggungjawaban, ingat2 saja",
2022-06-28 07:09:50+00:00,siakkang,@PendisKemenag Kami butuh klarifikasi,
2022-06-28 06:10:05+00:00,Airol_rulnex99,@PendisKemenag Diam seolah2 tidak terjadi apa2 dg guru2nya ..,
2022-06-28 06:08:18+00:00,siakkang,@PendisKemenag Gg gaming min,
2022-06-28 05:35:44+00:00,mahargiyant_,"@PendisKemenag min, ditagih dimana2 nih. kok diem2 wae? ğŸ˜­",
2022-06-28 03:47:47+00:00,WitriNingsih,"@PendisKemenag Min kami butuh libur, jgn zolim kpd guru",
2022-06-28 03:40:13+00:00,depannyawarung,@PendisKemenag gimana kabar surat edarannya bpk/ibu? gak pengen ditarik? apa relevansinya mengeluarkan surat edaran mendadak dan isinya tidak memikirkan kesejahteraan guru? kalian malah mengambil hakÂ² para guru,
2022-06-28 00:42:45+00:00,Juniarni,"@PendisKemenag Dear Bapak Ditjen Pendis,  izin bertanya, apakah ada alasan khusus sehingga guru madrasah tidak lagi berhak mendapatkan jatah libur semester? @Kemenag_RI",
2022-06-28 00:40:26+00:00,bamz_susilo,@PendisKemenag Maaf min mau bertanya tentang SE Nomor B-1139.1/DJ.I/DT.1.1/06/2022 tentang libur akhir pada madrasah. Apakah memang guru2 di bawah naungan Kemenag yang berstatus ASN kembali masuk kerja seperti biasa? Mohon pencerahannya ya min,
2022-06-27 16:03:45+00:00,jrgbukatwt,"@PendisKemenag gimana ini.. kok guru ga bisa dpat libur..suda kerja 6 hari, di madrasah sibuk dgn ratusan siswa, tunjangan dibedakan sm kantor, ppg macet.. mau apalagi sih.. ingat tanpa guru kalian bukan apa2..tlong ditindak lanjut pak @YaqutCQoumas @joko",
2022-06-27 15:22:10+00:00,Paijo59409482,"@PendisKemenag Soal libur guru, tolong fikirkan guru yg merantau dan punya orang tua dipulau sebrang",
2022-06-27 14:57:49+00:00,siakkang,@PendisKemenag Mohon klarifikasinya terhadap SE meniadakan libur semester bagi guru,
2022-06-27 13:05:34+00:00,cuculordrangga,"@PendisKemenag Jika belum bisa mensejahterakan guru, jangan rampas hak guru",
2022-06-27 11:37:46+00:00,auni_19okt89,@PendisKemenag Tolong Untuk pencerahannya terkait libur semester bagi guru madrasah.,
2022-06-27 09:22:46+00:00,MinHarus,"@PendisKemenag Admin mohon info apa kh surat ini benar adanya, kami sebagai guru merasa resah dengan ditidakannya libur semester guru https://t.co/YSHZ1y2VZ2",
2022-06-27 09:09:03+00:00,dorynella,"@PendisKemenag 

Izin, Min. 

Apakah SE ini benar atau tidak?

Maaf dan terima kasih https://t.co/loPHK0k2Vg",
2022-06-27 07:49:21+00:00,tsalasatul,@PendisKemenag Salam mimin... Boleh info terkait beasiswa untuk dosen dibawah naungan kemenag?ğŸ™,
2022-06-27 07:14:27+00:00,tsalasatul,@PendisKemenag mohon info terkait beasiswa untuk dosen dibawah naungan kemenag.. karena mnrt info dosen kemenag tidak boleh mengikuti beasiswa BPI. Trims MiminğŸ™,
2022-06-21 11:28:49+00:00,tapaikelambu,"@PendisKemenag Admin nanya dong,
Gimana nih kabarnya tidak ada libur semester untuk guru Juli ini ?",
2022-06-15 03:56:33+00:00,abdulwahid56606,"@PendisKemenag Gimn nasif guru inpasing BPK Mentri,apakah ada harapan..p3k apa lagi PNS..bpk..",
2022-06-13 04:59:15+00:00,arabi_damuen,@PendisKemenag Aamien,
2022-06-09 09:06:20+00:00,awanncerah,@PendisKemenag Hallo min penguman nya bisa di akses via apa ?,
2022-06-04 03:13:05+00:00,ParningotanAri1,@PendisKemenag https://t.co/2D5AEOl9M6,
2022-05-31 07:36:41+00:00,Munawwir90,"@PendisKemenag @PPesantren
Salam

Saya Muhammad Nasir Munawir dari Pondok Pesantren Riyadlul Quran Mojokerto,

Saya ingin menggunakan aplikasi elearning untuk di jalankan di lembaga kami apakah bisa?",
2022-05-31 04:30:13+00:00,MoalNkri,@PendisKemenag Assalamualaikum,
2022-05-29 03:23:27+00:00,ika_nuansah,@PendisKemenag Pokja guru apa min?ğŸ™ğŸ»,
2022-05-28 05:35:33+00:00,ParningotanAri1,@PendisKemenag https://t.co/QAWtzPcFQD,
2022-05-21 11:04:33+00:00,tiecka19,"@PendisKemenag assalamualaikum bapak/ibu. mohon pencerahan nya untuk saya.
bagaimana cara MUTASI DARI DAPODIK KE SIMPATIKA??",
2022-05-18 16:33:34+00:00,SingghtkSubgguh,"@PendisKemenag min izin bertanya, ini untuk semua ptkin di Indonesia atau cuma yang sudah siap dari segi sarpras? https://t.co/Xoqj8MKUrd",
2022-05-17 08:02:10+00:00,salmaaishak,@PendisKemenag Mohon informasi bagaimana cara mengurus ijazah MA yg hilang?lulus sekitar tahun 2008 dan akan digunakan untuk melakukan pendaftaran universitas tahun ini ğŸ™,
2022-04-23 13:44:33+00:00,KhoirulFathoni1,@PendisKemenag apa bnara syara pncairan BOS Hrus vaksin Boster...sdngksn sy bcs di juknis ada tpp insentif dll tdk ads juknis di juknis mslsh boster...gmna ini gru2 madrsahvtdk bisa d bsyar krna bos tdk cair klobtdk di boster,
2022-04-23 13:42:00+00:00,KhoirulFathoni1,@PendisKemenag https://t.co/NCMEmNliYQ,
2022-04-22 00:32:14+00:00,ziadatul_wardah,"@PendisKemenag tolong dong pak/bu pembayaran BOP RA dikembalikan kepada kemenag kab/kota,karena kalau di kanwil lebih lama proses'a,apalagi kami provinsi kepulauan,jaringan telekomunikasi jadi masalah utama,sehingga pendataan terkandala,berimbas kepada RA",
2022-04-19 21:35:21+00:00,blurmefree,"@PendisKemenag buat apa dana BOS jika masih ada pungutan di Madrasah Aliyah Negeri 2 diPekanbaru, nilainya pun bukan kecil 8,6 juta https://t.co/fkRaYx1Dku",
2022-04-19 05:16:33+00:00,anwarsarip226,@PendisKemenag Ya iyaa lah . Itukan uang amanah,
2022-04-15 11:53:41+00:00,kimam24,@PendisKemenag Bos belum juga cair untuk madrasah aliyah,
2022-04-14 06:47:44+00:00,kimam24,@PendisKemenag Kapan bos cair??,
2022-04-13 18:50:30+00:00,kimam24,@PendisKemenag Kapan bos Madrasah aliyah bisa cair kasian sekolah swasta,
2022-04-13 01:47:59+00:00,Darisma73502824,@PendisKemenag Doa kami d bulan ramadan ini semoga tunjangan insentif guru honor madrasah yg tahun ini dan yang tahun kemarin 4 bln gak di bayar bisa di bayarkan  padahal hanya Rp.250.000/bulan aminnn,
2022-04-10 01:44:56+00:00,IMAMMARUFSPd1,@PendisKemenag SEMOGA PROGRAM LAMA PENERBITAN SK INPASSING TETAP JADI PRIORITAS,
2022-04-09 23:28:25+00:00,1Okus,@PendisKemenag Faizah,
2022-04-06 11:17:01+00:00,esteler1kg,"@PendisKemenag Semoga syaratnya asal terdaftar di simpatika dan S1, 
selain S1 pendidikan semoga bisa daftarğŸ¥º",
2022-04-06 06:32:57+00:00,ruliyaww,"@PendisKemenag Alhamdulillah angin segar, semoga terwujud ğŸ¤²",
2022-03-31 05:56:21+00:00,Alimusyafak_jpr,@PendisKemenag Barokallah,
2022-03-23 06:33:49+00:00,medialaki,@PendisKemenag https://t.co/46FQm8Nr0i,
2022-03-23 03:21:53+00:00,Alimusyafak_jpr,@PendisKemenag Barokalloh..,
2022-03-19 00:52:48+00:00,NurjanahMajid,@PendisKemenag Alhamdulillah ğŸ¤²,
2022-03-16 13:11:18+00:00,Harumnamanya5,@PendisKemenag Di sptjm itu kan bertanggal feb 21. Bantuan lainnya udh didpt lama sblm sptjm dr hal it kan memang bukan penerima lg it gmn min? Lalu di fb pun byk info kl yg terdata tdk rata. Ad yg sdh dpt bsu lalu ikt praker namanya gd. Ad yg cm dpt bsu ,
2022-03-14 05:26:04+00:00,eris_ruswandi,@PendisKemenag Ngobrol dengan MUI sebab madrasah diniyah milik umat muslim bukan milik kementerian agama ???,
2022-03-13 09:40:00+00:00,yasserazka,"@PendisKemenag Dengan terobosan yang baik ini semoga akan terus ada continuous improvement 
https://t.co/xXGKdh9vQ5",
2022-03-12 15:34:49+00:00,BigDasz,@PendisKemenag Solutif,
2022-03-11 02:41:49+00:00,tibylin,@PendisKemenag Yakin?,
2022-03-09 03:00:10+00:00,awangcand,@PendisKemenag https://t.co/pUJoHbmMMV,
2022-03-07 08:33:22+00:00,YSsamudra28,"@PendisKemenag Dana bos tahap 1 2022 kapan cair?
Di janjikan januari cair tapi sampe bulan maret ga jelas kapan cair.",
2022-03-05 04:02:40+00:00,KamilahTV2,@PendisKemenag min kapan akan diadakannya pritest PPG tahun 2022,
2022-03-01 16:49:56+00:00,ayy_anna120302,"@PendisKemenag Pak ini masa anak MA bermasalah semua, tolong segera dituntaskan /carikan jalan keluar, udah setres banget ini pak",
2022-03-01 16:46:14+00:00,ayy_anna120302,"@PendisKemenag @PendisKemenag Yang saya hormati,ini kenapa ya alumni MA pada sulit bikin akun ltmpt, nangis banget 2 minggu lagi penutupan",
2022-02-23 23:03:18+00:00,husaien_haikal,@PendisKemenag  mengapa peserta  inpassing 2014 sampai sekarang belum ada kabarnya. Dan di Kemendikbud aja sudah beberapa kali mengajukan inpasing utk guru guru barunya dikemenag guru yang mengajar dari 2006 kebawah aja masih banyak yang belum inpassing,
2022-02-22 10:09:13+00:00,Alimusyafak_jpr,@PendisKemenag Barokalloh,
2022-02-22 09:38:56+00:00,MTsN1Pati,@PendisKemenag @Alimusyafak_jpr,
2022-02-20 13:44:36+00:00,Alimusyafak_jpr,@PendisKemenag Mksh min..,
2022-02-19 02:31:41+00:00,ImamDzikri2,@PendisKemenag Perecepat PPG Juga nggeh pak... ğŸ™,
2022-02-15 09:50:46+00:00,ImamDzikri2,"@PendisKemenag Nggih pak senantiasa kami sebar, tapi kalau lihat dapodik temen-temen pada dipanggil PPG sampai 2019 rasanya susah untuk ditoleransi.... kami manusia biasa pak,,,",
2022-02-14 06:07:08+00:00,IlhamJudin,@PendisKemenag Mantap Jaya terus Madrasah q...,
2022-02-12 10:55:09+00:00,rhemasyk007,@PendisKemenag Gimna Khabar PPG ?,
2022-02-12 02:22:28+00:00,ImamDzikri2,"@PendisKemenag semoga TMT sudah nambah tahun, tidak hanya 2015, kemendikbud sudah mengarah sampai 2021",
2022-02-11 06:21:22+00:00,BigDasz,@PendisKemenag Penting dan menarik,
2022-02-09 11:22:01+00:00,ImamDzikri2,"@PendisKemenag PPG GPAI nasibnya bagaimana pak dirjen.... itu kemendikbud sudah mulai bergerak gesit.... kuota juga banyakan kemendikbud tapi tidak mengular juga antriannya,,, bantu kami pak... please....,ğŸ˜­",
2022-02-07 22:31:14+00:00,masroni_01,@PendisKemenag Situa Siaga pendis buka kembali kapan ya pak?,
2022-01-31 18:58:23+00:00,anurdin9,"@PendisKemenag Aslmkm Wr wb, izin bertanya dan mohon petunjuknya min, Bagaimana Proses Mutasi Data Sertifikasi dari Kemenag Ke Kemdikbud ? Apakah bisa di proses, mengingat saat ini saya sedang mengikuti tes seleksi Cawas di Dinas Pendidikan Setempat, saat",
2022-01-31 11:54:35+00:00,gumilarguns1983,"@PendisKemenag boleh bertanya, nasib guru PAI yang ada di negeri?",
2022-01-21 10:27:58+00:00,YNurbayan,"@PendisKemenag Mohon bantuan rehabnya atap madrasah kami rusak berat pak Menteri @YaqutCQoumas, @Kemenag_RI  ğŸ™ğŸ™ğŸ™",
2022-01-18 05:12:15+00:00,medialaki,@PendisKemenag https://t.co/OpxoxK50nJ,
2022-01-10 12:24:19+00:00,1Okus,@PendisKemenag Hendri Dunan,
2022-01-05 15:07:07+00:00,BigDasz,@PendisKemenag TerbaiikğŸ‘ğŸ»,
2022-01-04 03:53:19+00:00,AlbatawiHabaz,@PendisKemenag Mantab P Dir... Lanjutkan ... Semoga Pak Direktur dan Semua tim di KSKK Madrasah diberkahi Allah.,
2021-12-27 23:45:30+00:00,karirdotguru,@PendisKemenag salam juang peningkatan kualitas SDM pendidikan Indonesia,
2021-12-25 03:58:26+00:00,zaschkyaa,@PendisKemenag Aaaa pengen banget lanjut sekolah ke sini,
2021-12-20 07:31:43+00:00,karirdotguru,@PendisKemenag maju terus Guru Indonesia,
2021-12-16 06:41:29+00:00,YSsamudra28,"@PendisKemenag Insentif GBPNS madrasah gelombang 2 cuma di bikinin rekening doang, tapi ga di cairin...kasian bener guruÂ² madrasah.",
2021-12-13 03:36:31+00:00,karirdotguru,@PendisKemenag salam sukses,
2021-12-09 03:52:42+00:00,karirdotguru,@PendisKemenag salam juang Pendidik Indonesia,
2021-12-03 09:58:37+00:00,1Okus,@PendisKemenag Assalamualaikum warahmatullahi Selamat Datang Di PTSP MIN 1 OKU Selatan untuk informasi layanan kami ketik : INFOMIN1,
2021-11-28 11:48:48+00:00,1Okus,@PendisKemenag Faizah,
2021-11-28 11:47:06+00:00,1Okus,@PendisKemenag Faizah,
2021-11-26 04:57:40+00:00,1Okus,@PendisKemenag Assalamualaikum warahmatullahi Selamat Datang Di PTSP MIN 1 OKU Selatan untuk informasi layanan kami ketik : INFOMIN1,
2021-11-26 04:57:39+00:00,1Okus,@PendisKemenag Assalamualaikum warahmatullahi Selamat Datang Di PTSP MIN 1 OKU Selatan untuk informasi layanan kami ketik : INFOMIN1,
2021-11-25 06:30:14+00:00,BigDasz,"@PendisKemenag MI.Tarbiyah Probolinggo kota, hadirrr! https://t.co/jGsbXvR7py",
2021-11-25 01:38:42+00:00,markkezhoot,@PendisKemenag Selamat hari guru.. ayo semua.. jgn bikin rapat2 fiktif di hotel.. cukuplah senior kalian yg kena.. #selfreminding,
2021-11-24 06:21:38+00:00,YSsamudra28,@PendisKemenag Insentif guru madrasah yang belum dapat rekening gimana nasib nya? Kasian guru madrasah,
2021-11-24 04:52:58+00:00,tarromilktea,@PendisKemenag Utk alumni S1 tdk ada sama sekali dr UIN Syarif Hidayatullah Jakarta ya min,
2021-11-23 02:56:23+00:00,KangFikri9,@PendisKemenag Min apa bantuan insentif guru PAI sudah mulai disalurkan?,
2021-11-22 18:45:46+00:00,1Okus,@PendisKemenag Assalamualaikum warahmatullahi Selamat Datang Di PTSP MIN 1 OKU Selatan untuk informasi layanan kami ketik : INFOMIN1,
2021-11-22 08:35:06+00:00,1Okus,@PendisKemenag Assalamualaikum warahmatullahi Selamat Datang Di PTSP MIN 1 OKU Selatan untuk informasi layanan kami ketik : INFOMIN1,
2021-11-22 07:06:45+00:00,1Okus,@PendisKemenag Assalamualaikum warahmatullahi Selamat Datang Di PTSP MIN 1 OKU Selatan untuk informasi layanan kami ketik : INFOMIN1,
2021-11-22 01:18:01+00:00,k_kusnanto,@PendisKemenag https://t.co/0jH7g3qKOq,
2021-11-20 06:30:17+00:00,markkezhoot,@PendisKemenag https://t.co/ASYJ40dsHo bersihin dulu dari ginian.. gasah jarkoni,
2021-11-20 05:28:36+00:00,anwarsarip226,"@PendisKemenag Para pejabat harus memperhatikan para pegawainya. 
Sy sudah pensiun . Tapi SK manaa ? Sudah 5 bulan menunggu dan menunggu. Dan kenaikan Tukin sy 7 bln belum di bayar.",
2021-11-20 05:10:04+00:00,direktoridosen,@PendisKemenag Sepakat... Tentu diiringi dg peningkatan pendapatan guru kan?,
2021-11-19 07:40:36+00:00,1Okus,@PendisKemenag Assalamualaikum warahmatullahi Selamat Datang Di PTSP MIN 1 OKU Selatan untuk informasi layanan kami ketik : INFOMIN1,
2021-11-19 05:45:28+00:00,YSsamudra28,@PendisKemenag Insentif GBPNS madrasah 2021 yang belum dapat rekening bagaimana nasib nya pak? kasian pada nungguin,
2021-11-19 03:56:14+00:00,1Okus,@PendisKemenag Hendri Dunan,
2021-11-18 23:06:38+00:00,fGSNI21,@PendisKemenag Salam pergerakan sahabat fgsni https://t.co/yPNwJkRpYk,
2021-11-18 00:49:59+00:00,tibylin,"@PendisKemenag 
Urusan rekruitmen bs nanti, yg urgen tlg dprioritaskan.

Jgn smp gurunya dah gaji kecil ketimpa bangunan ambruk pula...",
2021-11-18 00:43:55+00:00,1Okus,@PendisKemenag Jarussila,
2021-11-18 00:43:42+00:00,1Okus,@PendisKemenag Faizah,
2021-11-18 00:33:17+00:00,tibylin,"@PendisKemenag Fokus k kesejahteraan guru honor swasta dulu min.
Yg gk asn, gk serti, ngjr dah ratusan tahun dg sabarr, gaji jauh dr layak...",
2021-11-18 00:20:31+00:00,NaslurJepara,"@PendisKemenag Sangat setuju, karena banyaknya jumlah madrasah swasta, berarti jumlah gurunya jg banyak, harus ada pehatian pada kualitasnya",
